구,행정동,시설번호,시설유형,실외,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,데이터기준일자,위도,경도,설치연도,노후도,펫존거리,공공시설여부,면적,클러스터
수정구,신흥2동,573786,주택단지,실외,산성역포레스티아 102동 놀이터,경기도 성남시 수정구 수정로 291,328.0,2020-04-25,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,328.0,2
수정구,신흥2동,573787,주택단지,실외,산성역포레스티아 128동 놀이터,경기도 성남시 수정구 수정로 291,170.0,2020-04-25,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,170.0,2
수정구,신흥2동,573788,주택단지,실외,산성역포레스티아 134동 유아놀이터,경기도 성남시 수정구 수정로 291,655.0,2020-04-25,민간,흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,655.0,2
수정구,신흥2동,573964,주택단지,실외,산성역포레스티아 115동 놀이터,경기도 성남시 수정구 수정로 291,579.0,2020-02-01,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,579.0,2
수정구,신흥2동,573965,주택단지,실외,산성역포레스티아 121동 놀이터,경기도 성남시 수정구 수정로 291,250.0,2020-05-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,250.0,2
수정구,신흥2동,573966,주택단지,실외,산성역포레스티아 122동 놀이터,경기도 성남시 수정구 수정로 291,322.53,2020-05-01,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-31,Y,Y,N,2025-07-05,37.45109009,127.1471734,2020,5,2.335223221041263,0,322.53,2
중원구,금광1동,575467,주택단지,실외,한양수자인 성남마크뷰 아파트 303동 놀이터,경기도 성남시 중원구 금광동 2622,328.0,2020-08-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,N,N,2025-07-05,37.4475095,127.167266,2020,5,0.5202829365809267,0,328.0,2
중원구,금광1동,575468,주택단지,실외,한양수자인 성남마크뷰 아파트 305동 놀이터,경기도 성남시 중원구 금광동 2622,328.0,2020-08-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,2025-07-05,37.4475095,127.167266,2020,5,0.5202829365809267,0,328.0,2
분당구,이매1동,575580,주택단지,실외,럭키타운아파트 놀이터,경기도 성남시 분당구 이매로 173,328.0,2020-10-05,민간,흔들놀이기구(4)+조합놀이대(2)+충격흡수용표면재(고무바닥재)(1),2022-09-22,Y,Y,N,2025-07-05,37.39040685,127.1398822,2020,5,1.3107737325145612,0,328.0,2
중원구,금광1동,575652,주택단지,실외,한양수자인 성남마크뷰 305동 유아놀이터,경기도 성남시 중원구 금광동 2622,328.0,2020-10-12,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-09,Y,Y,N,2025-07-05,37.4475095,127.167266,2020,5,0.5202829365809267,0,328.0,2
