구,행정동,사업장명,인허가일자,소재지지번주소,소재지도로명주소
수정구,고등동,별약국,2021-01-26,경기도 성남시 수정구 고등동 593번지 6호 ,"경기도 성남시 수정구 청계산로 689, 1층 103호 (고등동)"
수정구,고등동,코리아약국,2024-04-03,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 ,"경기도 성남시 수정구 고등로 3, 현대지식산업센터 성남고등 C동 B11층 6호 (고등동)"
수정구,고등동,더조은약국,2024-11-07,경기도 성남시 수정구 고등동 597번지 ,"경기도 성남시 수정구 청계산로 695, 1층 107호 (고등동)"
수정구,고등동,메가팩토리약국,2025-06-17,경기도 성남시 수정구 고등동 581번지 2호 ,"경기도 성남시 수정구 고등로5길 10, 1층 일부호 (고등동)"
분당구,구미동,성빈약국,2004-05-11,경기도 성남시 분당구 구미동 205번지 1호 오성프라자 302호 ,"경기도 성남시 분당구 미금로 48, 302호 (구미동, 오성플라자)"
분당구,구미동,무지개약국,2019-11-05,"경기도 성남시 분당구 구미동 159번지 월드쇼핑,삼성SDA C-1호 ","경기도 성남시 분당구 탄천상로151번길 20, 월드쇼핑,삼성SDA 지1층 C-1호 (구미동)"
분당구,구미동,알파약국,2020-04-07,경기도 성남시 분당구 구미동 23번지 1호 분당프라자 ,"경기도 성남시 분당구 돌마로 68, 분당프라자 308호 (구미동)"
분당구,구미동,분당메디칼약국,2020-07-09,경기도 성남시 분당구 구미동 23번지 1호 분당프라자 ,"경기도 성남시 분당구 돌마로 68, 분당프라자 1층 112,113호 (구미동)"
분당구,구미동,하나약국,2022-07-12,경기도 성남시 분당구 구미동 144번지 4호 하나빌딩 101호 ,"경기도 성남시 분당구 미금일로 71, 하나빌딩 101호 (구미동)"
분당구,구미1동,우리마을약국,2022-09-19,경기도 성남시 분당구 구미동 112번지 2호 하얀마을아파트 205호 ,"경기도 성남시 분당구 미금일로 55, 하얀마을아파트 205호 (구미동)"
분당구,구미동,더사랑약국,2023-06-13,경기도 성남시 분당구 구미동 23번지 1호 분당프라자 508호 ,"경기도 성남시 분당구 돌마로 68, 분당프라자 5층 508호 (구미동)"
분당구,구미동,미래팜대학약국,2023-08-14,경기도 성남시 분당구 구미동 7번지 2호 101호 ,"경기도 성남시 분당구 돌마로 46, 101호 (구미동)"
분당구,구미동,무지개약국,2023-09-12,경기도 성남시 분당구 구미동 159번지 월드쇼핑(CGV Square) C-1호 ,"경기도 성남시 분당구 탄천상로151번길 20, 월드쇼핑(CGV Square) 지1층 C-1호 (구미동)"
분당구,구미1동,시니어스약국,2023-10-20,경기도 성남시 분당구 구미동 297번지 2호 서울시니어스분당타워 161호 ,"경기도 성남시 분당구 구미로173번길 47, 서울시니어스분당타워 161호 (구미동)"
분당구,금곡동,버즈약국,2022-03-16,경기도 성남시 분당구 궁내동 251번지 104호 ,"경기도 성남시 분당구 궁내로40번길 39, 104호 (궁내동)"
분당구,금곡동,분당중앙 약국,2004-03-03,경기도 성남시 분당구 금곡동 206번지 대덕프라자 103호 ,"경기도 성남시 분당구 정자일로 25, 103호 (금곡동, 대덕프라자)"
분당구,금곡동,새분당서울약국,2013-08-26,경기도 성남시 분당구 금곡동 154번지 미금프라자 106호 ,"경기도 성남시 분당구 돌마로 75, 106호 (금곡동, 미금프라자)"
분당구,금곡동,임약국,2014-06-10,경기도 성남시 분당구 금곡동 159번지 한국프라자 ,"경기도 성남시 분당구 성남대로 170, 301호 (금곡동, 한국프라자)"
분당구,금곡동,태광약국,2016-07-19,경기도 성남시 분당구 금곡동 158번지 ,"경기도 성남시 분당구 성남대로 168 (금곡동, 미도프라자)"
분당구,금곡동,온누리 길약국,2018-05-28,경기도 성남시 분당구 금곡동 157번지 금산젬월드 115호 ,"경기도 성남시 분당구 돌마로 67, 금산젬월드 115호 (금곡동)"
분당구,금곡동,건강백세약국,2019-03-17,경기도 성남시 분당구 금곡동 168번지 메디파크빌딩 102호 ,"경기도 성남시 분당구 돌마로 43, 메디파크빌딩 1층 102호 (금곡동)"
분당구,금곡동,365그린약국,2020-12-21,경기도 성남시 분당구 금곡동 161번지 천사의도시1 오피스텔 ,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 2층 231호 (금곡동)"
분당구,금곡동,청솔약국,2022-06-30,경기도 성남시 분당구 금곡동 153번지 썬프라자 107호 ,"경기도 성남시 분당구 돌마로 79, 썬프라자 107호 (금곡동)"
분당구,금곡동,가자크린팜대학약국,2023-03-31,"경기도 성남시 분당구 금곡동 132번지 청솔마을 상가동 102,102호 ","경기도 성남시 분당구 금곡로 233, 상가동 101,102호 (금곡동, 청솔마을)"
분당구,금곡동,분당종로약국,2024-04-15,경기도 성남시 분당구 금곡동 151번지 골드프라자 ,"경기도 성남시 분당구 돌마로 87, 골드프라자 101~104호 (금곡동)"
분당구,금곡동,미금우리서울약국,2024-10-31,경기도 성남시 분당구 금곡동 154번지 미금프라자 ,"경기도 성남시 분당구 돌마로 75, 미금프라자 1층 102호 (금곡동)"
분당구,금곡동,미금프라자약국,2025-05-15,경기도 성남시 분당구 금곡동 154번지 미금프라자 ,"경기도 성남시 분당구 돌마로 75, 미금프라자 105호 (금곡동)"
중원구,금광1동,유니동물약국,2013-07-30,경기도 성남시 중원구 금광동 3125번지 ,경기도 성남시 중원구 광명로 359 (금광동)
중원구,금광1동,전승완약국,2013-08-26,경기도 성남시 중원구 금광동 1798번지 ,"경기도 성남시 중원구 광명로 372, 1층 (금광동)"
중원구,금광2동,중앙약국,2013-08-27,경기도 성남시 중원구 금광동 4835번지 ,경기도 성남시 중원구 산성대로472번길 8-1 (금광동)
중원구,금광1동,수인약국,2013-08-27,경기도 성남시 중원구 금광동 3652번지 형제빌딩 1층 ,"경기도 성남시 중원구 광명로 347, 1층 (금광동, 형제빌딩)"
중원구,금광1동,광명로약국,2013-11-06,경기도 성남시 중원구 금광동 3699번지 ,"경기도 성남시 중원구 광명로 327, 1층 (금광동)"
중원구,금광2동,명약국,2014-02-07,경기도 성남시 중원구 금광동 4363번지 ,경기도 성남시 중원구 산성대로372번길 3 (금광동)
중원구,금광2동,명약국,2016-11-14,경기도 성남시 중원구 금광동 4363번지 ,"경기도 성남시 중원구 산성대로372번길 3, 1층 (금광동)"
중원구,금광1동,메디칼 약국,2020-05-28,경기도 성남시 중원구 금광동 2854번지 ,경기도 성남시 중원구 자혜로 60 (금광동)
중원구,금광1동,전승완약국,2020-06-16,경기도 성남시 중원구 금광동 1798번지 ,"경기도 성남시 중원구 광명로 372, 1층 (금광동)"
중원구,금광2동,21세기 세계로약국,2020-10-15,경기도 성남시 중원구 금광동 11번지 ,"경기도 성남시 중원구 산성대로372번길 14, 동성빌딩 1층 (금광동)"
중원구,금광2동,마이팜약국,2021-04-21,경기도 성남시 중원구 금광동 4846번지 ,"경기도 성남시 중원구 산성대로476번길 6-1, 1층 (금광동)"
중원구,금광1동,새금빛약국,2022-07-22,경기도 성남시 중원구 금광동 1354번지 만년빌딩 1층 ,"경기도 성남시 중원구 광명로 332, 만년빌딩 1층 (금광동)"
중원구,금광1동,도 약국,2023-04-18,경기도 성남시 중원구 금광동 1017번지 104호 ,"경기도 성남시 중원구 금빛로 43, 1층 104호 (금광동)"
중원구,금광1동,솔빛약국,2023-06-19,경기도 성남시 중원구 금광동 3706번지 1호 101호 ,"경기도 성남시 중원구 광명로 319, 1층 101호 (금광동)"
중원구,금광1동,온빛약국,2024-05-27,경기도 성남시 중원구 금광동 357번지 ,"경기도 성남시 중원구 광명로 318, 1층 (금광동)"
중원구,금광1동,편안우리약국,2024-06-13,경기도 성남시 중원구 금광동 3324번지 삼복빌딩 1층 ,"경기도 성남시 중원구 자혜로 40, 삼복빌딩 (금광동)"
중원구,금광1동,새금빛약국,2025-05-30,경기도 성남시 중원구 금광동 1354번지 만년빌딩 ,"경기도 성남시 중원구 광명로 332, 만년빌딩 1층 (금광동)"
수정구,단대동,여명약국,2013-06-17,경기도 성남시 수정구 단대동 97번지 1호 ,경기도 성남시 수정구 산성대로 435 (단대동)
수정구,단대동,논골종로약국,2024-11-21,경기도 성남시 수정구 단대동 67번지 4호 성우빌딩 ,"경기도 성남시 수정구 논골로 1, 성우빌딩 1층 (단대동)"
분당구,운중동,대장푸른약국,2022-05-31,경기도 성남시 분당구 대장동 202번지 12호 105호 ,"경기도 성남시 분당구 판교대장로 84, 105호 (대장동)"
분당구,운중동,참약사 대장약국,2022-06-20,경기도 성남시 분당구 대장동 202번지 4호 ,"경기도 성남시 분당구 판교대장로6길 10, 107호 (대장동)"
분당구,운중동,해봄약국,2024-08-29,경기도 성남시 분당구 대장동 595번지 힐스테이트 판교 엘포레 A6BL ,"경기도 성남시 분당구 판교대장로7길 16, 620동 120호 (대장동, 힐스테이트 판교 엘포레 A6BL)"
분당구,백현동,시티약국,2018-12-03,경기도 성남시 분당구 백현동 537번지 ,"경기도 성남시 분당구 판교역로 152, 3층 (백현동)"
분당구,백현동,판교365약국,2019-07-18,경기도 성남시 분당구 백현동 535번지 크래프톤타워 ,"경기도 성남시 분당구 분당내곡로 117, 크래프톤타워 1층 (백현동)"
분당구,백현동,휴베이스 알파약국,2022-10-05,경기도 성남시 분당구 백현동 534번지 2층9호 ,"경기도 성남시 분당구 분당내곡로 131, 2층 9호 (백현동)"
분당구,백현동,베르데약국,2023-03-09,경기도 성남시 분당구 백현동 565번지 4호 YH빌딩 102호 ,"경기도 성남시 분당구 판교역로18번길 22, YH빌딩 1층 102호 (백현동)"
분당구,백현동,옵티마희망약국,2024-04-11,경기도 성남시 분당구 백현동 546번지 백현마을3단지 ,"경기도 성남시 분당구 동판교로 92, 201-2호 (백현동, 백현마을3단지)"
분당구,백현동,백현약국,2024-12-23,경기도 성남시 분당구 백현동 540번지 ,"경기도 성남시 분당구 판교역로 136, 1층 1102호 (백현동)"
수정구,복정동,복정동서울약국,2024-04-04,경기도 성남시 수정구 복정동 678번지 7호 수전빌딩 ,"경기도 성남시 수정구 복정로 86, 수전빌딩 104호 (복정동)"
수정구,산성동,신중앙메디칼약국,2006-03-03,경기도 성남시 수정구 산성동 1364번지 ,경기도 성남시 수정구 수정남로 297 (산성동)
수정구,산성동,보건약국,2013-08-27,경기도 성남시 수정구 산성동 2196번지 ,경기도 성남시 수정구 희망로 522 (산성동)
수정구,산성동,새강약국,2015-01-07,경기도 성남시 수정구 산성동 402번지 ,경기도 성남시 수정구 수정남로324번길 2 (산성동)
수정구,산성동,행복한약국,2020-09-25,경기도 성남시 수정구 산성동 1434번지 수정빌딩 ,"경기도 성남시 수정구 수정로 348, 수정빌딩 1층 (산성동)"
수정구,산성동,전주약국,2021-06-28,경기도 성남시 수정구 산성동 849번지 ,경기도 성남시 수정구 수정로 358 (산성동)
분당구,삼평동,판교온누리약국,2011-02-10,경기도 성남시 분당구 삼평동 708번지 에메트타운 106호 ,"경기도 성남시 분당구 판교로 375, 106호 (삼평동,에메트타운)"
분당구,삼평동,판교조은약국,2012-06-27,경기도 성남시 분당구 삼평동 651번지 럭스타워 105호 ,"경기도 성남시 분당구 대왕판교로606번길 39, 105호 (삼평동, 럭스타워)"
분당구,삼평동,판교이화자연약국,2015-01-07,경기도 성남시 분당구 삼평동 662번지 ,경기도 성남시 분당구 판교역로192번길 16 (삼평동)
분당구,삼평동,럭스온누리약국,2016-10-21,경기도 성남시 분당구 삼평동 651번지 105호 ,"경기도 성남시 분당구 대왕판교로606번길 39, 105호 (삼평동, 럭스타워)"
분당구,삼평동,봇들약국,2018-06-15,경기도 성남시 분당구 삼평동 719번지 마크시티 퍼플 ,"경기도 성남시 분당구 판교로 376, 마크시티 퍼플 5층 (삼평동)"
분당구,삼평동,웰츠약국,2020-04-10,경기도 성남시 분당구 삼평동 658번지 ,"경기도 성남시 분당구 분당내곡로 159, A동 115호 (삼평동)"
분당구,삼평동,나은약국,2021-03-29,경기도 성남시 분당구 삼평동 720번지 스타식스코아2 109호 ,"경기도 성남시 분당구 판교로 374, 스타식스코아2 109호 (삼평동)"
분당구,삼평동,판교마트약국,2021-04-20,경기도 성남시 분당구 삼평동 741번지 판교푸르지오월드마크 ,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 지하1층 약국코너호 (삼평동)"
분당구,삼평동,광장약국,2022-05-24,경기도 성남시 분당구 삼평동 682번지 유스페이스2 B동 122호 ,"경기도 성남시 분당구 대왕판교로 670, 유스페이스2 B동 122호 (삼평동)"
분당구,삼평동,봇들약국,2022-11-20,경기도 성남시 분당구 삼평동 719번지 마크시티 퍼플 504호 일부 ,"경기도 성남시 분당구 판교로 376, 마크시티 퍼플 504(일부)호 (삼평동)"
분당구,삼평동,프라임정약국,2023-03-16,경기도 성남시 분당구 삼평동 652번지 프라임스퀘어 401호 ,"경기도 성남시 분당구 대왕판교로606번길 41, 프라임스퀘어 4층 401호 (삼평동)"
분당구,삼평동,해피약국,2024-03-05,경기도 성남시 분당구 삼평동 646번지 서건타워 ,"경기도 성남시 분당구 판교역로 178, 서건타워 1층 109호 (삼평동)"
분당구,삼평동,판교태평양약국,2024-04-02,경기도 성남시 분당구 삼평동 656번지 ,"경기도 성남시 분당구 분당내곡로 151, 1층 110호 (삼평동)"
분당구,삼평동,원이약국,2024-04-18,경기도 성남시 분당구 삼평동 741번지 판교푸르지오월드마크 ,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 1층 1-89호 (삼평동)"
분당구,삼평동,혜준온누리약국,2024-05-07,경기도 성남시 분당구 삼평동 681번지 에이치스퀘어 엔동 ,"경기도 성남시 분당구 판교역로 235, 에이치스퀘어 엔동 103호 (삼평동)"
분당구,삼평동,더블유스토어 유앤아이약국,2024-06-28,경기도 성남시 분당구 삼평동 670번지 유스페이스1 ,"경기도 성남시 분당구 대왕판교로 660, 유스페이스1 1층 106호 (삼평동)"
분당구,삼평동,영플러스약국,2025-04-25,경기도 성남시 분당구 삼평동 719번지 마크시티 퍼플 ,"경기도 성남시 분당구 판교로 376, 마크시티 퍼플 106, 107호호 (삼평동)"
중원구,상대원3동,밝은온누리약국,2013-08-26,경기도 성남시 중원구 상대원동 2980번지 24호 ,경기도 성남시 중원구 금상로 6 (상대원동)
중원구,상대원1동,성남메디칼약국,2014-07-11,경기도 성남시 중원구 상대원동 4401번지 ,경기도 성남시 중원구 희망로 335 (상대원동)
중원구,상대원3동,오대문약국,2015-05-28,경기도 성남시 중원구 상대원동 2992번지 39호 ,경기도 성남시 중원구 금상로 53 (상대원동)
중원구,상대원1동,중원온누리약국,2016-10-12,경기도 성남시 중원구 상대원동 2986번지 11호 ,"경기도 성남시 중원구 희망로 336, 1층 (상대원동, 금진빌딩)"
중원구,상대원3동,밝은온누리약국,2023-01-19,경기도 성남시 중원구 상대원동 2980번지 24호 1층 ,"경기도 성남시 중원구 금상로 6, 1층 (상대원동)"
중원구,상대원3동,박약국,2023-02-03,경기도 성남시 중원구 상대원동 2980번지 7호 1층 ,"경기도 성남시 중원구 금상로 12, 1층 (상대원동)"
중원구,상대원3동,크란츠 온누리 약국,2023-03-10,경기도 성남시 중원구 상대원동 5442번지 1호 크란츠 테크노 203호 ,"경기도 성남시 중원구 둔촌대로 388, 크란츠 테크노 203호 (상대원동)"
중원구,상대원3동,늘봄약국,2023-04-06,경기도 성남시 중원구 상대원동 517번지 13호 중앙인더스피아 106호 ,"경기도 성남시 중원구 둔촌대로 449, 중앙인더스피아 1층 106호 (상대원동)"
중원구,상대원3동,기범약국,2023-06-14,경기도 성남시 중원구 상대원동 2329번지 우림빌딩 ,"경기도 성남시 중원구 금상로 60, 우림빌딩 1층 (상대원동)"
중원구,상대원1동,참약사천사약국,2024-05-08,경기도 성남시 중원구 상대원동 1977번지 대원빌딩 ,"경기도 성남시 중원구 희망로 312, 대원빌딩 1층 101호 (상대원동)"
분당구,서현1동,풍림약국,2004-06-21,경기도 성남시 분당구 서현동 255번지 1호 풍림아이원 237호 ,"경기도 성남시 분당구 서현로 170, 237호 (서현동, 풍림아이원)"
분당구,서현1동,서현종로약국,2005-01-18,경기도 성남시 분당구 서현동 245번지 4호 엘지에클리트 102호 ,"경기도 성남시 분당구 서현로 204, 102호 (서현동, 엘지에클리트)"
분당구,서현1동,분당경희 한약 약국,2012-07-18,경기도 성남시 분당구 서현동 89번지 ,"경기도 성남시 분당구 중앙공원로31번길 42, 121호 (서현동)"
분당구,서현1동,분당백화점약국,2012-11-26,경기도 성남시 분당구 서현동 247번지 5호 광림프라자 106호 ,"경기도 성남시 분당구 서현로210번길 17, 106호 (서현동, 광림프라자)"
분당구,서현1동,메디팜우정약국,2013-08-07,경기도 성남시 분당구 서현동 245번지 3호 ,경기도 성남시 분당구 서현로210번길 2 (서현동)
분당구,서현2동,분당백제약국,2013-08-26,경기도 성남시 분당구 서현동 256번지 ,경기도 성남시 분당구 서현로180번길 19 (서현동)
분당구,서현1동,하나로약국,2013-08-29,경기도 성남시 분당구 서현동 247번지 4호 112호 ,"경기도 성남시 분당구 황새울로360번길 28, 112호 (서현동)"
분당구,서현1동,분당새봄약국,2013-11-04,경기도 성남시 분당구 서현동 93번지 202-2호 ,"경기도 성남시 분당구 중앙공원로40번길 4, 202-2호 (서현동)"
분당구,서현1동,조이온누리약국,2017-11-21,경기도 성남시 분당구 서현동 251번지 3호 엘지분당에클라트 ,"경기도 성남시 분당구 서현로 184, 212호 (서현동)"
분당구,서현1동,제일온누리약국,2019-02-27,경기도 성남시 분당구 서현동 89번지 7호 삼성.한신근린상가 129-1호 ,"경기도 성남시 분당구 중앙공원로39번길 7, 삼성.한신근린상가 129-1호 (서현동)"
분당구,서현1동,대화약국,2020-09-18,경기도 성남시 분당구 서현동 90번지 올림픽스포츠센터 ,"경기도 성남시 분당구 중앙공원로 35, 올림픽스포츠센터 2층 228호 (서현동)"
분당구,서현1동,분당미래약국,2021-07-07,경기도 성남시 분당구 서현동 312번지 1호 레이디파크빌딩 107호 ,"경기도 성남시 분당구 분당로263번길 39, 레이디파크빌딩 1층 107호 (서현동)"
분당구,서현1동,분당 비타민약국,2021-12-06,경기도 성남시 분당구 서현동 312번지 2호 서현굿모닝프라자 ,"경기도 성남시 분당구 분당로263번길 35, 서현굿모닝프라자 101호 (서현동)"
분당구,서현1동,웰리드동진약국,2022-06-13,경기도 성남시 분당구 서현동 305번지 1호 효자촌동진프라자 1011호 ,"경기도 성남시 분당구 불정로 381, 효자촌동진프라자 1011호 (서현동)"
분당구,서현1동,다나약국,2023-08-10,경기도 성남시 분당구 서현동 305번지 3호 분당빌딩 ,"경기도 성남시 분당구 돌마로476번길 41, 분당빌딩 2층 (서현동)"
분당구,서현1동,분당비타민약국,2023-09-25,경기도 성남시 분당구 서현동 312번지 2호 서현굿모닝프라자 101호 ,"경기도 성남시 분당구 분당로263번길 35, 서현굿모닝프라자 101호 (서현동)"
분당구,서현1동,서현윤약국,2024-01-29,경기도 성남시 분당구 서현동 250-3 서울문고 1층 일부호 ,"경기도 성남시 분당구 황새울로342번길 9, 서울문고 1층 일부호"
분당구,서현2동,파란약국,2024-04-08,경기도 성남시 분당구 서현동 254번지 5호 서현프라자 ,"경기도 성남시 분당구 서현로180번길 13, 서현프라자 107호 (서현동)"
분당구,서현1동,키위약국,2024-04-08,경기도 성남시 분당구 서현동 250번지 4호 금호리빙스텔 ,"경기도 성남시 분당구 황새울로342번길 11, 금호리빙스텔 106,107호 (서현동)"
분당구,서현1동,청아약국,2024-06-19,경기도 성남시 분당구 서현동 249번지 2호 기영프라자 ,"경기도 성남시 분당구 황새울로342번길 23, 기영프라자 103호 (서현동)"
분당구,서현1동,서현2층약국,2024-11-06,경기도 성남시 분당구 서현동 89번지 서현파크플라자 ,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 2층 204호 (서현동)"
분당구,서현2동,서현봄약국,2024-12-26,경기도 성남시 분당구 서현동 268번지 1호 블루홀플라자 ,"경기도 성남시 분당구 분당로53번길 22, 블루홀플라자 1층 2호 (서현동)"
분당구,서현2동,다사랑약국,2025-01-13,경기도 성남시 분당구 서현동 256번지 비전월드 ,"경기도 성남시 분당구 서현로180번길 19, 비전월드 1층 101-20호 (서현동)"
분당구,서현2동,서현중앙약국,2025-03-27,경기도 성남시 분당구 서현동 268번지 2호 이랜드분당프라자 ,"경기도 성남시 분당구 분당로53번길 20, 이랜드분당프라자 1층 102호 (서현동)"
분당구,서현1동,튼튼약국,2025-05-08,경기도 성남시 분당구 서현동 88번지 서현 지엔느 ,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 106호 (서현동)"
분당구,서현2동,이화제일약국,2025-06-02,경기도 성남시 분당구 서현동 258번지 1호 서현동 아름빌딩 ,"경기도 성남시 분당구 서현로180번길 26, 서현동 아름빌딩 1층 (서현동)"
중원구,성남동,모란중앙약국,2013-07-18,경기도 성남시 중원구 성남동 4159번지 ,경기도 성남시 중원구 성남대로 1149 (성남동)
중원구,성남동,중원종로약국,2013-08-01,경기도 성남시 중원구 성남동 3790번지 ,경기도 성남시 중원구 둔촌대로 163 (성남동)
중원구,성남동,메디컬중앙약국,2013-08-26,경기도 성남시 중원구 성남동 3187번지 ,경기도 성남시 중원구 광명로 17 (성남동)
중원구,성남동,자연약국,2018-04-06,경기도 성남시 중원구 성남동 3788번지 신명빌딩 ,"경기도 성남시 중원구 제일로 37, 신명빌딩 1층 (성남동)"
중원구,성남동,모란팜약국,2019-03-05,경기도 성남시 중원구 성남동 3208번지 성남동메디칼센타 104호 ,"경기도 성남시 중원구 광명로 5, 성남동메디칼센타 1층 104호 (성남동)"
중원구,성남동,기승전 휴베이스약국,2019-08-29,경기도 성남시 중원구 성남동 3187번지 대동빌딩 ,"경기도 성남시 중원구 광명로 17, 대동빌딩 1층 (성남동)"
중원구,성남동,새모란21세기약국,2019-09-24,경기도 성남시 중원구 성남동 3492번지 소평빌딩 ,"경기도 성남시 중원구 성남대로1148번길 2, 소평빌딩 1층 101,102,103호 (성남동)"
중원구,성남동,모란온누리약국,2020-09-14,경기도 성남시 중원구 성남동 3502번지 모란역 센트럴스퀘어 ,"경기도 성남시 중원구 성남대로 1132, 모란역 센트럴스퀘어 1층 104호 (성남동)"
중원구,성남동,기승전휴베이스약국,2022-01-05,경기도 성남시 중원구 성남동 3187번지 대동빌딩 1층 ,"경기도 성남시 중원구 광명로 17, 대동빌딩 1층 (성남동)"
중원구,성남동,중원건강약국,2022-03-14,경기도 성남시 중원구 성남동 3790번지 1층 ,"경기도 성남시 중원구 둔촌대로 163, 1층 (성남동)"
중원구,성남동,정원약국,2022-09-02,경기도 성남시 중원구 성남동 4940번지 모란시티 1층106호 ,"경기도 성남시 중원구 성남대로 1115, 모란시티 1층 106호 (성남동)"
중원구,성남동,새로운약국,2023-09-12,경기도 성남시 중원구 성남동 4167번지 예치과빌딩 ,"경기도 성남시 중원구 성남대로 1141, 예치과빌딩 1층 (성남동)"
중원구,성남동,새로운약국,2017-08-24,   ,"경기도 성남시 중원구 성남대로 1141, 1층 (성남동, 둔전빌딩)"
분당구,수내2동,새계로약국,2010-04-15,경기도 성남시 분당구 수내동 13번지 3호 화동빌딩 1층 ,"경기도 성남시 분당구 수내로46번길 33 (수내동,화동빌딩 1층)"
분당구,수내1동,우주약국,2013-06-24,경기도 성남시 분당구 수내동 ,"경기도 성남시 분당구 내정로 170, 303호 (수내동, 동신파크빌딩)"
분당구,수내3동,웰빙약국,2013-08-26,경기도 성남시 분당구 수내동 22번지 3호 다운타운1층 108호 ,"경기도 성남시 분당구 백현로 97, 1층 108호 (수내동, 다운타운)"
분당구,수내1동,다정약국,2013-08-26,경기도 성남시 분당구 수내동 58번지 2호 ,"경기도 성남시 분당구 내정로 172, 1층 103호 (수내동, 상지상가)"
분당구,수내2동,온누리중앙약국,2013-08-27,경기도 성남시 분당구 수내동 83번지 1호 ,경기도 성남시 분당구 돌마로366번길 42 (수내동)
분당구,수내2동,수내푸른약국,2019-07-03,경기도 성남시 분당구 수내동 74번지 푸른마을 아파트 A동 109호 ,"경기도 성남시 분당구 돌마로366번길 40, 푸른마을 아파트 A동 109호 (수내동)"
분당구,수내1동,휴베이스봄약국,2020-12-30,경기도 성남시 분당구 수내동 58번지 2호 상지상가빌딩 ,"경기도 성남시 분당구 내정로 172, 상지상가빌딩 1층 102호 (수내동)"
분당구,수내2동,셀메드 드림약국,2021-05-20,경기도 성남시 분당구 수내동 79번지 1호 그랜드빌딩 4동 ,"경기도 성남시 분당구 돌마로356번길 3, 그랜드빌딩 4층 (수내동)"
분당구,수내3동,메디파크약국,2021-10-21,경기도 성남시 분당구 수내동 18번지 3호 미도프라자 1층 ,"경기도 성남시 분당구 백현로101번길 23, 미도프라자 1층 (수내동)"
분당구,수내2동,중앙메디컬동물약국,2021-10-21,경기도 성남시 분당구 수내동 83번지 1호 동한프라자 1층 ,"경기도 성남시 분당구 돌마로366번길 42, 동한프라자 1층 (수내동)"
분당구,수내3동,드림약국,2022-07-19,경기도 성남시 분당구 수내동 20번지 2호 초림프라자 118호 ,"경기도 성남시 분당구 백현로101번길 17, 초림프라자 1층 118호 (수내동)"
분당구,수내3동,드림약국,2022-12-09,경기도 성남시 분당구 수내동 20번지 2호 초림프라자 1층 118호 ,"경기도 성남시 분당구 백현로101번길 17, 초림프라자 1층 118호 (수내동)"
분당구,수내1동,수내365약국,2023-01-26,경기도 성남시 분당구 수내동 33번지 2호 궁전프라자-3 111호 ,"경기도 성남시 분당구 내정로173번길 49, 궁전프라자-3 111호 (수내동)"
분당구,수내1동,열린팜약국,2023-02-25,경기도 성남시 분당구 수내동 33번지 1호 크리스탈빌딩 106호 ,"경기도 성남시 분당구 내정로165번길 50, 크리스탈빌딩 106호 (수내동)"
